,age,marital,education,default,balance,housing,loan,contact,month,duration,campaign,pdays,previous,poutcome,y,admin,bluecollar,entrepreneur,housemaid,management,retired,selfemployed,services,technician,unemployed,20,7,17,5,18,28,14,21,6
0,0.45161290322580644,0,1.0,1,-0.5180963642694133,0,0,1,0,-0.5603139859510221,2.092004176363416,-0.41777194267459405,-0.2902858937278731,0.0,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.3709677419354838,0,1.0,1,-0.41738585029004127,1,1,1,0,-0.31096868482513085,4.43982408081475,-0.41777194267459405,-0.2902858937278731,0.0,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.09677419354838707,1,0.0,1,-0.36814959901123717,1,1,1,1,0.44451036186973375,-0.5912185715809655,1.4335829178653667,1.1777313402673708,1.0,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.48387096774193544,0,0.0,1,-0.3320217003456212,1,1,0,0,-0.891533863566012,0.7503928023912253,-0.41777194267459405,-0.2902858937278731,0.0,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.09677419354838707,1,0.0,1,-0.4880430680342991,0,1,1,0,-0.046737097064858034,-0.5912185715809655,-0.41777194267459405,-0.2902858937278731,0.0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.1774193548387097,1,0.0,1,-0.026053567398767106,0,1,1,0,-0.2477019666290092,-0.2558157280879178,-0.41777194267459405,-0.2902858937278731,0.0,no,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,0.40322580645161293,0,1.0,1,1.5658119853101007,0,0,1,0,-0.7612788555151733,-0.5912185715809655,1.4838914738583004,0.19905318427054158,0.0,no,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,0.2258064516129032,0,0.0,1,-0.7498904043806663,0,0,1,0,-0.4933256960963051,-0.5912185715809655,-0.41777194267459405,-0.2902858937278731,0.0,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,0.596774193548387,0,,1,0.17344916505560795,0,1,1,0,-0.43005897790018344,-0.2558157280879178,2.208334680156546,0.19905318427054158,0.0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0.2419354838709677,0,0.0,0,-0.6555742087491909,0,0,1,0,-0.4896041244377097,-0.2558157280879178,-0.41777194267459405,-0.2902858937278731,0.0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0.2903225806451613,0,0.0,1,-0.3505652235545214,1,1,1,0,-0.29608239819074933,0.0795871154051299,4.904873281377793,3.1350876522610296,0.0,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11,0.2741935483870967,0,1.0,1,1.8916025051354344,0,1,1,0,-0.5454276993166406,0.41498995889817764,1.1417932931063512,0.19905318427054158,0.0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12,0.3548387096774193,0,0.0,1,-0.4068352250160118,0,0,1,0,-0.511933554389282,0.7503928023912253,-0.41777194267459405,-0.2902858937278731,0.0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0.3387096774193548,0,1.0,1,-0.0692152162470694,0,0,1,0,-0.2514235382876046,0.7503928023912253,-0.41777194267459405,-0.2902858937278731,0.0,no,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0.6451612903225805,0,0.0,1,-0.0711335117514384,1,1,1,0,-0.511933554389282,-0.2558157280879178,-0.41777194267459405,-0.2902858937278731,0.0,no,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15,0.3064516129032258,0,1.0,1,0.6165754265648449,1,1,1,0,1.1739384069544305,-0.2558157280879178,-0.41777194267459405,-0.2902858937278731,0.0,yes,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
16,0.596774193548387,0,0.0,1,-0.41738585029004127,0,1,1,0,-0.6719611357088839,-0.5912185715809655,-0.41777194267459405,-0.2902858937278731,0.0,no,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17,0.532258064516129,1,0.0,1,-0.41738585029004127,1,1,1,0,-0.4896041244377097,-0.2558157280879178,-0.41777194267459405,-0.2902858937278731,0.0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0.2741935483870967,0,0.0,1,-0.22747459535751116,1,0,1,0,-0.12116853023676588,0.0795871154051299,-0.41777194267459405,-0.2902858937278731,0.0,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19,0.1774193548387097,1,0.0,1,-0.40843380460298595,1,1,1,0,-0.5789218442439991,-0.5912185715809655,-0.41777194267459405,-0.2902858937278731,0.0,no,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20,0.3709677419354838,0,0.0,1,0.701939576509265,1,1,1,0,-0.891533863566012,6.452241141773037,-0.41777194267459405,-0.2902858937278731,0.0,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
21,0.3387096774193548,0,0.0,1,-0.41738585029004127,1,1,1,0,1.5312092861795883,-0.2558157280879178,-0.41777194267459405,-0.2902858937278731,0.0,yes,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
22,0.12903225806451613,0,0.0,1,-0.39820289524635133,0,1,1,1,1.0697344005137597,-0.5912185715809655,-0.41777194267459405,-0.2902858937278731,0.0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0.5483870967741935,0,0.0,1,-0.41738585029004127,1,1,1,0,-0.42633740624158806,-0.5912185715809655,-0.41777194267459405,-0.2902858937278731,0.0,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0.3064516129032258,1,0.0,1,-0.3144373248889054,0,1,1,0,-0.7501141405393872,-0.5912185715809655,-0.41777194267459405,-0.2902858937278731,0.0,no,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25,0.45161290322580644,0,0.0,1,-0.44328283959902265,0,1,1,0,-0.002078237161713328,-0.5912185715809655,-0.41777194267459405,-0.2902858937278731,0.0,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
26,0.3870967741935483,0,,1,0.22140655266483272,0,1,1,0,-0.7984945721011273,0.41498995889817764,-0.41777194267459405,-0.2902858937278731,0.0,no,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
27,0.1774193548387097,1,1.0,1,-0.26232363035354783,0,1,1,0,-0.6459101340987161,-0.2558157280879178,-0.41777194267459405,-0.2902858937278731,0.0,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28,0.45161290322580644,0,0.0,1,0.18208149482526842,0,1,1,0,-0.3928432613142295,0.0795871154051299,-0.41777194267459405,-0.2902858937278731,0.0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29,0.1774193548387097,1,0.0,1,-0.36591158758947334,1,0,0,1,0.1318983425477208,0.0795871154051299,-0.41777194267459405,-0.2902858937278731,0.0,yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0.12903225806451613,0,0.0,1,-0.34672863254578346,1,0,1,0,1.0846206871481412,-0.5912185715809655,-0.41777194267459405,-0.2902858937278731,0.0,no,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
31,0.1774193548387097,0,1.0,1,-0.3882917018071116,1,1,1,0,0.37380050035642126,-0.2558157280879178,-0.41777194267459405,-0.2902858937278731,0.0,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32,0.5483870967741935,0,0.0,1,-0.706728755532364,0,1,1,0,-0.18443524843288756,-0.5912185715809655,-0.41777194267459405,-0.2902858937278731,0.0,no,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
33,0.3225806451612903,0,0.0,1,-0.41738585029004127,0,1,1,0,-0.46727469448613734,-0.5912185715809655,2.6108031281000157,0.19905318427054158,0.0,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
